Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
131,5,200.77,27.69,156.84,13.79,78.12,72.42,1388.21,1084.47,205.02,34.62,70.29
13,9,400.44,21.89,144.76,5.47,36.15,57.38,2638.68,953.88,378.64,38.69,81.68
154,5,174.98,28.04,135.68,16.02,77.54,73.32,1192.67,924.79,177.52,36.69,75.56
84,5,221.26,29.15,125.33,13.18,56.64,76.21,1366.37,773.91,184.17,15.06,20.66
165,5,141.51,32.93,112.07,23.27,79.19,86.01,715.04,566.24,93.92,22.64,45.57
51,7,262.68,17.31,88.82,6.59,33.81,45.51,1855.76,627.43,244.08,28.77,59.91
118,3,83.79,33.12,69.06,39.53,82.42,86.49,507.04,417.90,75.10,22.41,35.39
146,2,65.56,16.07,56.34,24.51,85.94,42.30,452.76,389.10,67.73,30.84,76.42
158,2,76.05,15.01,50.50,19.74,66.40,39.56,353.78,234.91,45.25,23.21,42.93
117,3,64.20,33.12,49.47,51.59,77.06,86.49,389.94,300.49,57.69,22.90,34.44
86,3,103.44,21.05,41.57,20.35,40.19,55.20,648.95,260.81,83.08,7.61,14.61
108,3,167.78,16.03,40.10,9.55,23.90,42.19,1067.41,255.11,151.24,18.36,48.94
112,3,62.14,40.48,38.93,65.15,62.65,105.58,461.35,289.03,66.52,21.09,39.32
157,2,33.02,17.63,31.57,53.41,95.61,46.35,178.49,170.65,23.77,26.46,64.03
167,3,39.48,21.43,29.29,54.27,74.18,56.18,237.04,175.83,33.34,9.33,24.17
85,2,29.37,16.16,29.10,55.02,99.08,42.53,185.82,184.12,26.96,28.53,60.76
113,1,25.44,28.93,25.44,113.73,100.00,75.64,152.14,152.14,22.62,16.54,35.91
163,2,27.89,20.12,25.17,72.13,90.24,52.78,148.75,134.23,20.51,11.94,28.77
116,1,19.53,28.93,19.53,148.17,100.00,75.64,116.71,116.71,17.35,20.87,38.62
