Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
56,5,521.69,35.42,273.70,6.79,52.46,92.45,3232.69,1695.87,388.38,10.30,53.09
20,9,904.76,43.67,263.56,4.83,29.13,113.84,6728.02,1959.87,837.02,6.94,23.14
82,6,459.29,49.46,251.13,10.77,54.68,128.86,2337.43,1278.10,345.44,0.89,6.47
24,8,630.77,33.50,202.00,5.31,32.02,87.49,4930.21,1578.65,633.83,8.51,28.22
92,1,618.22,19.57,149.51,3.16,24.18,51.36,2896.10,700.28,352.58,3.73,7.72
91,1,266.18,19.57,125.77,7.35,47.25,51.36,1225.12,578.87,145.51,2.43,5.81
77,6,716.30,19.54,124.73,2.73,17.41,51.28,5668.34,986.86,763.93,13.56,63.78
84,3,148.08,29.13,123.49,19.67,83.39,76.15,738.37,615.73,101.60,0.01,0.80
57,1,176.90,21.72,112.57,12.28,63.64,56.94,1019.23,648.64,116.01,8.16,39.60
17,5,471.63,24.50,108.74,5.19,23.06,64.15,3128.08,721.34,357.84,3.40,14.56
10,2,127.28,20.51,102.44,16.11,80.48,53.80,729.60,587.18,72.06,7.91,39.54
72,7,1242.73,16.40,99.38,1.32,8.00,43.16,7721.93,617.75,936.89,3.22,16.58
19,6,172.79,23.29,93.64,13.48,54.19,61.02,1087.20,589.15,143.53,6.25,17.83
26,1,286.68,16.68,88.31,5.82,30.81,43.87,2481.86,764.66,329.56,16.24,30.83
29,1,143.17,16.68,85.41,11.65,59.65,43.87,1241.10,740.32,164.83,20.60,50.20
85,3,167.61,20.33,79.97,12.13,47.71,53.35,819.58,391.02,116.14,0.92,4.02
18,4,240.34,23.23,74.25,9.66,30.89,60.85,1605.64,495.98,185.78,5.13,19.73
54,2,109.45,24.25,42.16,22.16,38.52,63.51,756.96,291.58,98.18,14.54,83.10
55,1,115.32,21.72,25.88,18.83,22.44,56.94,684.82,153.67,75.41,3.09,20.12
