Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
74,31,5297.17,154.24,863.36,2.91,16.30,400.43,33191.82,5410.27,4219.38,5.46,25.59
60,15,3085.30,55.34,314.24,1.79,10.19,144.10,19673.40,2004.72,2349.18,5.41,28.15
9,9,904.76,43.67,263.56,4.83,29.13,113.84,6728.02,1959.87,837.02,6.94,23.14
65,6,458.39,49.46,251.04,10.79,54.77,128.86,2331.59,1277.01,344.60,0.89,6.39
52,5,376.86,35.42,204.97,9.40,54.39,92.45,2317.99,1260.76,293.64,9.13,48.42
23,8,630.77,33.50,202.00,5.31,32.02,87.49,4930.21,1578.65,633.83,8.51,28.22
81,1,618.22,19.57,149.51,3.16,24.18,51.36,2896.10,700.28,352.58,3.73,7.72
18,9,612.42,31.49,145.17,5.14,23.70,82.26,4334.68,1027.32,543.98,7.81,45.77
80,1,266.18,19.57,125.77,7.35,47.25,51.36,1225.12,578.87,145.51,2.43,5.81
67,3,148.08,29.13,123.49,19.67,83.39,76.15,738.37,615.73,101.60,0.01,0.80
10,2,126.41,20.51,101.64,16.22,80.41,53.80,724.24,582.36,71.41,7.77,39.20
50,1,93.58,21.72,89.83,23.21,96.00,56.94,523.12,502.20,63.49,12.91,70.10
25,1,287.87,16.68,87.95,5.79,30.55,43.87,2492.43,761.44,330.97,16.38,31.06
28,1,144.40,16.68,85.05,11.55,58.90,43.87,1251.99,737.42,166.28,20.84,50.47
75,3,167.61,20.33,79.97,12.13,47.71,53.35,819.58,391.02,116.14,0.92,4.02
