Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
37,11,786.25,53.41,193.86,6.79,24.66,139.09,nan,nan,nan,2.80,8.66
134,7,708.25,31.29,182.04,4.42,25.70,81.74,nan,nan,nan,4.75,13.40
140,6,361.06,34.29,177.20,9.50,49.08,89.53,nan,nan,nan,4.42,12.24
40,10,202.59,52.32,159.46,25.83,78.71,136.27,nan,nan,nan,4.42,10.02
135,1,134.67,52.10,134.67,38.69,100.00,135.68,nan,nan,nan,7.55,21.15
120,3,431.05,24.18,131.40,5.61,30.48,63.32,nan,nan,nan,4.56,13.96
237,6,866.08,19.62,126.15,2.26,14.57,51.49,nan,nan,nan,24.97,64.75
142,5,123.70,59.52,123.69,48.12,99.99,154.93,nan,nan,nan,4.10,28.19
205,9,442.01,19.09,121.95,4.32,27.59,50.13,nan,nan,nan,7.00,19.75
242,8,458.69,19.16,120.33,4.18,26.23,50.31,nan,nan,nan,23.12,63.40
123,2,666.47,18.88,110.41,2.83,16.57,49.58,nan,nan,nan,4.27,14.21
144,4,272.89,20.32,107.84,7.45,39.52,53.32,nan,nan,nan,11.19,39.36
73,1,1022.34,16.36,99.13,1.60,9.70,43.05,nan,nan,nan,2.49,2.62
210,5,260.75,15.90,94.53,6.10,36.25,41.85,nan,nan,nan,37.62,78.03
95,3,357.84,16.24,67.81,4.54,18.95,42.74,nan,nan,nan,1.58,3.27
202,4,634.21,15.59,63.58,2.46,10.02,41.06,nan,nan,nan,1.79,13.51
203,4,208.72,15.59,63.58,7.47,30.46,41.06,nan,nan,nan,2.55,14.47
226,3,156.37,18.56,59.50,11.87,38.05,48.75,nan,nan,nan,5.67,29.58
97,3,210.48,16.24,58.54,7.72,27.81,42.74,nan,nan,nan,1.54,0.91
