Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
317,2,358.13,18.29,126.06,5.11,35.20,48.06,1438.50,506.35,213.40,24.95,26.79
9,7,380.05,20.17,125.18,5.31,32.94,52.93,2102.12,692.44,279.33,21.54,29.29
53,6,368.31,33.70,121.69,9.15,33.04,87.99,3197.72,1056.53,447.23,51.70,81.43
123,7,570.66,18.39,118.04,3.22,20.69,48.30,4281.90,885.93,641.63,10.30,47.92
287,2,138.28,39.01,111.52,28.21,80.65,101.75,902.70,728.03,116.72,26.51,37.93
39,8,361.93,16.30,109.07,4.50,30.13,42.88,2779.72,837.53,383.38,25.57,74.52
74,4,160.50,17.72,108.89,11.04,67.84,46.57,1226.30,831.92,176.46,46.24,55.90
206,3,523.49,22.39,108.60,4.28,20.75,58.68,1775.16,368.35,160.68,1.54,19.91
40,8,261.56,16.30,106.02,6.23,40.53,42.88,2016.51,817.29,282.62,28.33,85.09
138,5,286.83,20.41,100.10,7.11,34.90,53.54,1668.44,582.28,198.25,5.89,12.62
299,4,638.55,20.77,97.38,3.25,15.25,54.47,4409.54,672.45,571.72,21.97,54.83
470,4,589.90,19.55,96.69,3.31,16.39,51.33,3500.79,573.78,586.65,4.38,39.22
532,4,318.22,19.55,95.58,6.15,30.03,51.33,2043.00,613.51,326.84,7.17,62.55
48,5,266.01,15.22,94.17,5.72,35.40,40.09,2034.34,720.15,289.07,50.79,90.60
18,3,166.16,22.77,89.65,13.71,53.95,59.67,1050.21,566.59,152.43,26.27,63.45
181,6,185.29,33.11,89.52,17.87,48.31,86.47,579.33,279.88,53.04,2.31,34.23
178,2,187.11,20.37,88.77,10.89,47.44,53.44,1104.14,523.80,211.69,7.56,43.06
194,5,207.55,26.28,88.73,12.66,42.75,68.77,882.72,377.36,87.31,4.44,13.60
68,1,113.63,49.08,86.01,43.19,75.70,127.86,857.02,648.77,116.21,31.10,57.09
297,3,161.97,19.48,85.46,12.03,52.76,51.14,1168.23,616.36,151.86,25.52,74.44
78,1,116.83,61.05,85.02,52.26,72.77,158.89,905.08,658.63,129.79,33.93,61.95
345,2,246.37,16.22,84.48,6.58,34.29,42.68,841.69,288.62,76.91,0.54,26.50
14,2,88.54,20.12,79.78,22.72,90.10,52.78,501.11,451.50,70.59,22.05,50.99
27,4,306.98,24.54,73.94,8.00,24.09,64.26,1290.31,310.84,159.94,7.25,21.01
46,5,123.77,24.91,67.69,20.13,54.69,65.22,1061.31,580.43,145.07,53.47,67.65
296,3,673.34,16.15,65.00,2.40,9.65,42.50,3279.50,316.47,424.01,9.51,44.45
153,5,612.87,16.41,64.28,2.68,10.49,43.18,3147.52,330.18,420.45,1.90,12.23
319,2,77.18,18.29,56.02,23.70,72.59,48.06,419.87,304.78,62.41,15.91,23.92
193,3,133.80,21.10,53.95,15.77,40.32,55.32,587.47,236.87,59.65,2.47,6.85
47,2,241.05,18.14,51.71,7.52,21.45,47.65,2108.89,452.36,298.55,51.46,89.69
169,2,145.63,21.32,42.38,14.64,29.10,55.91,850.54,247.51,133.15,6.47,64.30
337,1,255.46,30.75,41.28,12.04,16.16,80.35,2065.60,333.80,299.76,17.44,66.51
167,2,121.04,15.89,40.19,13.13,33.20,41.84,843.82,280.15,122.89,5.96,28.34
329,1,97.14,30.75,28.19,31.66,29.03,80.35,799.00,231.95,115.95,21.96,81.81
80,1,100.61,23.53,21.35,23.39,21.22,61.64,926.88,196.68,128.64,35.75,83.01
338,1,158.11,30.75,12.87,19.45,8.14,80.35,1264.86,102.96,183.56,14.65,57.17
