Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
51,9,348.69,53.05,276.28,15.21,79.23,138.15,2098.26,1662.46,298.07,28.31,58.27
43,9,301.96,67.68,226.25,22.41,74.93,176.08,1858.49,1392.56,268.83,26.11,44.84
29,12,549.40,37.44,225.84,6.82,41.11,97.70,4024.64,1654.53,557.60,33.30,76.92
10,12,1124.61,26.13,176.30,2.32,15.68,68.38,1640.44,257.22,218.11,23.65,21.89
40,6,214.47,59.81,155.29,27.89,72.41,155.67,1320.50,956.18,189.09,28.10,50.06
52,5,140.48,32.93,111.03,23.44,79.04,86.01,707.95,559.56,92.86,22.74,45.73
13,7,255.66,17.20,105.52,6.73,41.27,45.24,1436.65,592.91,205.65,43.08,81.84
41,5,279.97,26.28,88.99,9.39,31.79,68.76,1771.70,563.22,242.35,14.50,36.76
44,3,106.73,40.61,66.37,38.05,62.19,105.91,751.45,467.32,109.02,24.59,44.55
49,2,65.56,16.07,56.34,24.51,85.94,42.30,452.76,389.10,67.73,30.84,76.42
42,3,68.27,33.12,53.50,48.51,78.36,86.49,414.31,324.65,61.32,21.44,32.16
38,4,127.36,23.21,49.81,18.23,39.11,60.81,801.24,313.36,103.14,6.86,13.56
39,3,152.58,16.03,39.15,10.50,25.66,42.19,970.26,248.97,139.18,20.87,56.13
