Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
28,9,303.61,67.68,227.91,22.29,75.07,176.08,1868.66,1402.80,270.35,25.97,44.61
67,5,176.47,28.04,137.17,15.89,77.73,73.32,1202.92,935.03,179.06,36.48,75.19
4,9,1059.28,20.09,133.78,1.90,12.63,52.72,1639.82,207.11,218.03,22.58,18.06
78,5,140.48,32.93,111.03,23.44,79.04,86.01,707.95,559.56,92.86,22.74,45.73
13,7,255.69,17.20,105.52,6.73,41.27,45.24,1436.93,593.02,205.69,43.07,81.84
33,5,279.96,26.28,88.96,9.39,31.78,68.76,1771.60,563.01,242.34,14.50,36.77
44,3,106.50,40.61,66.14,38.13,62.11,105.91,750.08,465.87,108.82,24.64,44.65
62,2,65.56,16.07,56.34,24.51,85.94,42.30,452.76,389.10,67.73,30.84,76.42
43,3,69.65,33.12,54.87,47.55,78.79,86.49,422.53,332.91,62.54,21.03,31.59
75,2,76.05,15.01,50.50,19.74,66.40,39.56,353.78,234.91,45.25,23.21,42.93
30,4,127.51,23.21,49.80,18.21,39.05,60.81,802.17,313.25,103.27,6.87,13.56
45,3,40.62,40.61,35.47,99.97,87.32,105.91,261.26,228.13,38.34,14.76,22.91
32,1,34.97,28.93,33.78,82.72,96.58,75.64,209.33,202.17,31.11,20.97,45.58
68,2,33.02,17.63,31.57,53.41,95.61,46.35,178.49,170.65,23.77,26.46,64.03
46,2,65.21,36.80,30.00,56.43,46.01,96.03,484.81,223.06,69.88,30.98,58.49
29,2,29.37,16.16,29.10,55.02,99.08,42.53,185.82,184.12,26.96,28.53,60.76
74,2,27.89,20.12,25.17,72.13,90.24,52.78,148.75,134.23,20.51,11.94,28.77
79,2,29.36,19.16,19.90,65.24,67.78,50.30,171.08,115.96,23.71,7.18,17.97
