Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
2353,1,12.70,28.93,11.50,227.90,90.57,75.64,76.08,68.90,11.30,13.75,32.21
979,1,7.18,28.93,7.18,403.23,100.00,75.64,42.87,42.87,6.38,36.10,72.32
977,1,2.88,28.93,2.88,1003.49,100.00,75.64,17.30,17.30,2.57,13.05,33.44
980,1,2.74,28.93,2.74,1057.57,100.00,75.64,16.34,16.34,2.43,51.14,99.18
2388,1,2.70,28.93,2.70,1070.46,100.00,75.64,16.15,16.15,2.40,13.81,22.62
2436,2,2.60,36.80,2.60,1412.94,100.00,96.03,18.89,18.89,2.73,0.00,nan
2402,1,2.33,28.93,2.33,1243.83,100.00,75.64,13.90,13.90,2.07,0.09,nan
2406,1,2.24,28.93,2.24,1289.24,100.00,75.64,13.41,13.41,1.99,10.82,17.48
2403,1,2.16,28.93,2.16,1338.06,100.00,75.64,12.92,12.92,1.92,53.89,92.69
2371,1,2.15,28.93,2.15,1348.24,100.00,75.64,12.82,12.82,1.91,28.89,60.71
2389,1,2.06,28.93,2.06,1401.80,100.00,75.64,12.36,12.36,1.84,0.00,nan
984,1,1.97,28.93,1.97,1471.79,100.00,75.64,11.81,11.81,1.75,15.09,63.93
2373,1,1.97,28.93,1.97,1471.84,100.00,75.64,11.74,11.74,1.75,0.59,nan
2408,1,1.87,28.93,1.87,1549.37,100.00,75.64,11.18,11.18,1.66,8.34,11.74
2360,1,1.54,28.93,1.54,1878.91,100.00,75.64,9.20,9.20,1.37,0.00,nan
2407,1,0.92,28.93,0.92,3154.07,100.00,75.64,5.62,5.62,0.83,4.43,6.43
2372,1,0.66,28.93,0.66,4415.48,100.00,75.64,3.91,3.91,0.58,2.20,nan
